,Species,Gene,Chromosome,HREloc,GeneDirection,GeneStart,GeneStop,Distance,Proxy,HRE_direct,HRE,Info
4882,Pan_paniscus,MAP1B,5,43101742,-,43204978,43102739,997,Down,pem2r,pem2,ID=gene-MAP1B;Dbxref=GeneID:100973477;Name=MAP1B;gbkey=Gene;gene=MAP1B;gene_biotype=protein_coding
5062,Pan_paniscus,BDP1,5,43860956,-,43856941,43733861,4015,Up,pem2r,pem2,ID=gene-BDP1;Dbxref=GeneID:100968338;Name=BDP1;gbkey=Gene;gene=BDP1;gene_biotype=protein_coding
4892,Pan_paniscus,OSMR,5,71433746,-,71525521,71437589,3843,Down,slp3f,slp3,ID=gene-OSMR;Dbxref=GeneID:100972785;Name=OSMR;gbkey=Gene;gene=OSMR;gene_biotype=protein_coding
5002,Pan_paniscus,CAPSL,5,74479802,+,74429988,74472772,7030,Down,psa3f,psa3,ID=gene-CAPSL;Dbxref=GeneID:100980677;Name=CAPSL;gbkey=Gene;gene=CAPSL;gene_biotype=protein_coding
4902,Pan_paniscus,IL7R,5,74479802,-,74516330,74489188,9386,Down,psa3f,psa3,ID=gene-IL7R;Dbxref=GeneID:100981232;Name=IL7R;gbkey=Gene;gene=IL7R;gene_biotype=protein_coding
5072,Pan_paniscus,FBXL17,5,103752694,-,103739494,103214110,13200,Up,mvdpf,mvdp,ID=gene-FBXL17;Dbxref=GeneID:100992259;Name=FBXL17;gbkey=Gene;gene=FBXL17;gene_biotype=protein_coding
4772,Pan_paniscus,SNX2,5,118141731,+,118165097,118221620,23366,Up,ccnd1r,ccnd1,ID=gene-SNX2;Dbxref=GeneID:100975957;Name=SNX2;gbkey=Gene;gene=SNX2;gene_biotype=protein_coding
5082,Pan_paniscus,KLHL3,5,133280345,-,133276087,133005563,4258,Up,asref,asre,ID=gene-KLHL3;Dbxref=GeneID:100993900;Name=KLHL3;gbkey=Gene;gene=KLHL3;gene_biotype=protein_coding
5092,Pan_paniscus,ETF1,5,133935603,-,133922682,133886074,12921,Up,sc12r,sc12,ID=gene-ETF1;Dbxref=GeneID:100988199;Name=ETF1;gbkey=Gene;gene=ETF1;gene_biotype=protein_coding
4782,Pan_paniscus,SLC35A4,5,135905032,+,135928922,135933498,23890,Up,ccnd1r,ccnd1,ID=gene-SLC35A4;Dbxref=GeneID:100975969;Name=SLC35A4;gbkey=Gene;gene=SLC35A4;gene_biotype=protein_coding
4913,Pan_paniscus,FCHSD1,5,136990984,-,137012379,137000158,9174,Down,sc12r,sc12,ID=gene-FCHSD1;Dbxref=GeneID:100978105;Name=FCHSD1;gbkey=Gene;gene=FCHSD1;gene_biotype=protein_coding
4792,Pan_paniscus,RELL2,5,136990984,+,136997811,137002695,6827,Up,sc12r,sc12,ID=gene-RELL2;Dbxref=GeneID:100978451;Name=RELL2;gbkey=Gene;gene=RELL2;gene_biotype=protein_coding
4922,Pan_paniscus,PLAC8L1,5,141526098,-,141555106,141533540,7442,Down,pem1f,pem1,ID=gene-PLAC8L1;Dbxref=GeneID:100995143;Name=PLAC8L1;gbkey=Gene;gene=PLAC8L1;gene_biotype=protein_coding
5103,Pan_paniscus,PPP2R2B,5,142529798,-,142521655,142037831,8143,Up,psa1r,psa1,ID=gene-PPP2R2B;Dbxref=GeneID:100990236;Name=PPP2R2B;gbkey=Gene;gene=PPP2R2B;gene_biotype=protein_coding
4932,Pan_paniscus,JAKMIP2,5,143031716,-,143231371,143035340,3624,Down,slp2r,slp2,ID=gene-JAKMIP2;Dbxref=GeneID:100988198;Name=JAKMIP2;gbkey=Gene;gene=JAKMIP2;gene_biotype=protein_coding
5113,Pan_paniscus,IL17B,5,144854594,-,144842788,144800664,11806,Up,slp3r,slp3,ID=gene-IL17B;Dbxref=GeneID:100980380;Name=IL17B;gbkey=Gene;gene=IL17B;gene_biotype=protein_coding
4802,Pan_paniscus,PPARGC1B,5,145152970,+,145154517,145315567,1547,Up,aare,aare,ID=gene-PPARGC1B;Dbxref=GeneID:100977656;Name=PPARGC1B;gbkey=Gene;gene=PPARGC1B;gene_biotype=protein_coding
4813,Pan_paniscus,SLC36A1,5,146859574,+,146870427,147080893,10853,Up,care,care,ID=gene-SLC36A1;Dbxref=GeneID:100990802;Name=SLC36A1;gbkey=Gene;gene=SLC36A1;gene_biotype=protein_coding
4822,Pan_paniscus,NIPAL4,5,152842591,+,152856602,152871218,14011,Up,slp3f,slp3,ID=gene-NIPAL4;Dbxref=GeneID:100968010;Name=NIPAL4;gbkey=Gene;gene=NIPAL4;gene_biotype=protein_coding
4832,Pan_paniscus,RANBP17,5,166196268,+,166220228,166649006,23960,Up,slp2r,slp2,ID=gene-RANBP17;Dbxref=GeneID:100978330;Name=RANBP17;gbkey=Gene;gene=RANBP17;gene_biotype=protein_coding
4842,Pan_paniscus,SFXN1,5,170817750,+,170825507,170876741,7757,Up,psa1f,psa1,ID=gene-SFXN1;Dbxref=GeneID:100988675;Name=SFXN1;gbkey=Gene;gene=SFXN1;gene_biotype=protein_coding
5122,Pan_paniscus,F12,5,172714509,-,172711618,172703724,2891,Up,sc12f,sc12,ID=gene-F12;Dbxref=GeneID:100995209;Name=F12;gbkey=Gene;gene=F12;gene_biotype=protein_coding
5262,Pan_paniscus,IRF4,6,235907,+,206282,226487,9420,Down,asrer,asre,ID=gene-IRF4;Dbxref=GeneID:100973555;Name=IRF4;gbkey=Gene;gene=IRF4;gene_biotype=protein_coding
5332,Pan_paniscus,PXDC1,6,3600941,-,3590178,3561115,10763,Up,mvdpf,mvdp,ID=gene-PXDC1;Dbxref=GeneID:100973330;Name=PXDC1;gbkey=Gene;gene=PXDC1;gene_biotype=protein_coding
5342,Pan_paniscus,ECI2,6,3985069,-,3968634,3948748,16435,Up,ccnd1r,ccnd1,ID=gene-ECI2;Dbxref=GeneID:100974366;Name=ECI2;gbkey=Gene;gene=ECI2;gene_biotype=protein_coding
5272,Pan_paniscus,BMP6,6,7728782,+,7564164,7720341,8441,Down,slp3f,slp3,ID=gene-BMP6;Dbxref=GeneID:100978224;Name=BMP6;gbkey=Gene;gene=BMP6;gene_biotype=protein_coding
5232,Pan_paniscus,NEDD9,6,11021700,-,11071747,11022321,621,Down,pem1f,pem1,ID=gene-NEDD9;Dbxref=GeneID:100989201;Name=NEDD9;gbkey=Gene;gene=NEDD9;gene_biotype=protein_coding
5132,Pan_paniscus,JARID2,6,15075947,+,15100415,15376505,24468,Up,ccnd1f,ccnd1,ID=gene-JARID2;Dbxref=GeneID:100981005;Name=JARID2;gbkey=Gene;gene=JARID2;gene_biotype=protein_coding
5282,Pan_paniscus,GMPR,6,16156726,+,16094994,16151499,5227,Down,hklkf,hklk,ID=gene-GMPR;Dbxref=GeneID:100982339;Name=GMPR;gbkey=Gene;gene=GMPR;gene_biotype=protein_coding
5352,Pan_paniscus,KIF13A,6,17842098,-,17836915,17593535,5183,Up,care,care,ID=gene-KIF13A;Dbxref=GeneID:100983681;Name=KIF13A;gbkey=Gene;gene=KIF13A;gene_biotype=protein_coding
5142,Pan_paniscus,ALDH5A1,6,24308764,+,24332093,24370764,23329,Up,slp3f,slp3,ID=gene-ALDH5A1;Dbxref=GeneID:100973567;Name=ALDH5A1;description=aldehyde dehydrogenase 5 family member A1;gbkey=Gene;gene=ALDH5A1;gene_biotype=protein_coding
5152,Pan_paniscus,CARMIL1,6,25094936,+,25114221,25454984,19285,Up,psa3r,psa3,ID=gene-CARMIL1;Dbxref=GeneID:100977727;Name=CARMIL1;gbkey=Gene;gene=CARMIL1;gene_biotype=protein_coding
5292,Pan_paniscus,CLPSL1,6,35357962,+,35338832,35350411,7551,Down,psa1r,psa1,ID=gene-CLPSL1;Dbxref=GeneID:100985233;Name=CLPSL1;gbkey=Gene;gene=CLPSL1;gene_biotype=protein_coding
5162,Pan_paniscus,PNPLA1,6,35807866,+,35828778,35872129,20912,Up,slp3f,slp3,ID=gene-PNPLA1;Dbxref=GeneID:100981874;Name=PNPLA1;gbkey=Gene;gene=PNPLA1;gene_biotype=protein_coding
5362,Pan_paniscus,LRFN2,6,40179953,-,40167612,39972362,12341,Up,hklkf,hklk,ID=gene-LRFN2;Dbxref=GeneID:100982648;Name=LRFN2;gbkey=Gene;gene=LRFN2;gene_biotype=protein_coding
5302,Pan_paniscus,BICRAL,6,42458851,+,42338441,42457989,862,Down,asref,asre,ID=gene-BICRAL;Dbxref=GeneID:100994738;Name=BICRAL;gbkey=Gene;gene=BICRAL;gene_biotype=protein_coding
5372,Pan_paniscus,YIPF3,6,43113926,-,43109033,43103900,4893,Up,ccnd1r,ccnd1,ID=gene-YIPF3;Dbxref=GeneID:100983766;Name=YIPF3;gbkey=Gene;gene=YIPF3;gene_biotype=protein_coding
5242,Pan_paniscus,XPO5,6,43113926,-,43168113,43114408,482,Down,ccnd1r,ccnd1,ID=gene-XPO5;Dbxref=GeneID:100970893;Name=XPO5;gbkey=Gene;gene=XPO5;gene_biotype=protein_coding
5252,Pan_paniscus,SUPT3H,6,44402004,-,44960039,44406978,4974,Down,hklkr,hklk,ID=gene-SUPT3H;Dbxref=GeneID:100971006;Name=SUPT3H;gbkey=Gene;gene=SUPT3H;gene_biotype=protein_coding
5313,Pan_paniscus,OPN5,6,47412476,+,47364955,47409199,3277,Down,sc12f,sc12,ID=gene-OPN5;Dbxref=GeneID:100990836;Name=OPN5;gbkey=Gene;gene=OPN5;gene_biotype=protein_coding
5172,Pan_paniscus,TFAP2B,6,50352706,+,50376157,50406740,23451,Up,psa3f,psa3,ID=gene-TFAP2B;Dbxref=GeneID:100983081;Name=TFAP2B;gbkey=Gene;gene=TFAP2B;gene_biotype=protein_coding
5322,Pan_paniscus,LRRC1,6,53488402,+,53352000,53480508,7894,Down,sc12r,sc12,ID=gene-LRRC1;Dbxref=GeneID:100993781;Name=LRRC1;gbkey=Gene;gene=LRRC1;gene_biotype=protein_coding
5382,Pan_paniscus,FILIP1,6,73347411,-,73334630,73135086,12781,Up,pem2f,pem2,ID=gene-FILIP1;Dbxref=GeneID:100982332;Name=FILIP1;gbkey=Gene;gene=FILIP1;gene_biotype=protein_coding
5182,Pan_paniscus,TTK,6,77864706,+,77887382,77925737,22676,Up,slp3f,slp3,ID=gene-TTK;Dbxref=GeneID:100969041;Name=TTK;gbkey=Gene;gene=TTK;gene_biotype=protein_coding
5392,Pan_paniscus,RARS2,6,85467616,-,85466888,85391061,728,Up,slp3r,slp3,ID=gene-RARS2;Dbxref=GeneID:100991764;Name=RARS2;gbkey=Gene;gene=RARS2;gene_biotype=protein_coding
5402,Pan_paniscus,SLC22A16,6,108336917,-,108332469,108232950,4448,Up,psa3r,psa3,ID=gene-SLC22A16;Dbxref=GeneID:100979058;Name=SLC22A16;gbkey=Gene;gene=SLC22A16;gene_biotype=protein_coding
5413,Pan_paniscus,SLC22A16,6,108346432,-,108332469,108232950,13963,Up,ccnd1r,ccnd1,ID=gene-SLC22A16;Dbxref=GeneID:100979058;Name=SLC22A16;gbkey=Gene;gene=SLC22A16;gene_biotype=protein_coding
5422,Pan_paniscus,REV3L,6,109312594,-,109291268,109104341,21326,Up,pb2f,pb2,ID=gene-REV3L;Dbxref=GeneID:100969784;Name=REV3L;gbkey=Gene;gene=REV3L;gene_biotype=protein_coding
5192,Pan_paniscus,CALHM4,6,114331117,+,114337385,114369423,6268,Up,slp3f,slp3,ID=gene-CALHM4;Dbxref=GeneID:100967973;Name=CALHM4;gbkey=Gene;gene=CALHM4;gene_biotype=protein_coding
5432,Pan_paniscus,FAM184A,6,116973206,-,116957070,116768098,16136,Up,asrer,asre,ID=gene-FAM184A;Dbxref=GeneID:100976076;Name=FAM184A;gbkey=Gene;gene=FAM184A;gene_biotype=protein_coding
5442,Pan_paniscus,SAMD3,6,128029211,-,128019570,127941052,9641,Up,slp3f,slp3,ID=gene-SAMD3;Dbxref=GeneID:100969248;Name=SAMD3;gbkey=Gene;gene=SAMD3;gene_biotype=protein_coding
5202,Pan_paniscus,ARG1,6,129348201,+,129372747,129383880,24546,Up,hklkr,hklk,ID=gene-ARG1;Dbxref=GeneID:100972438;Name=ARG1;gbkey=Gene;gene=ARG1;gene_biotype=protein_coding
5452,Pan_paniscus,MED23,6,129431786,-,129428120,129386301,3666,Up,csref,csre,ID=gene-MED23;Dbxref=GeneID:100972789;Name=MED23;gbkey=Gene;gene=MED23;gene_biotype=protein_coding
5462,Pan_paniscus,MED23,6,129431826,-,129428120,129386301,3706,Up,csref,csre,ID=gene-MED23;Dbxref=GeneID:100972789;Name=MED23;gbkey=Gene;gene=MED23;gene_biotype=protein_coding
5472,Pan_paniscus,MAP3K5,6,134598468,-,134582843,134316841,15625,Up,ccnd1f,ccnd1,ID=gene-MAP3K5;Dbxref=GeneID:100991014;Name=MAP3K5;gbkey=Gene;gene=MAP3K5;gene_biotype=protein_coding
5482,Pan_paniscus,IL22RA2,6,134934851,-,134934328,134904634,523,Up,slp3f,slp3,ID=gene-IL22RA2;Dbxref=GeneID:100993771;Name=IL22RA2;gbkey=Gene;gene=IL22RA2;gene_biotype=protein_coding
5213,Pan_paniscus,AIG1,6,140824053,+,140828806,141116373,4753,Up,ccnd1f,ccnd1,ID=gene-AIG1;Dbxref=GeneID:100977420;Name=AIG1;gbkey=Gene;gene=AIG1;gene_biotype=protein_coding
5492,Pan_paniscus,SHPRH,6,143766720,-,143751370,143628076,15350,Up,hk2f,hk2,ID=gene-SHPRH;Dbxref=GeneID:100969120;Name=SHPRH;gbkey=Gene;gene=SHPRH;gene_biotype=protein_coding
5222,Pan_paniscus,VIP,6,150550357,+,150564545,150573582,14188,Up,slp2r,slp2,ID=gene-VIP;Dbxref=GeneID:100978990;Name=VIP;gbkey=Gene;gene=VIP;gene_biotype=protein_coding
5502,Pan_paniscus,SLC22A2,6,158170976,-,158150917,158058226,20059,Up,asrer,asre,ID=gene-SLC22A2;Dbxref=GeneID:100993981;Name=SLC22A2;gbkey=Gene;gene=SLC22A2;gene_biotype=protein_coding
5613,Pan_paniscus,MRM2,7,2499366,-,2511660,2503688,4322,Down,pem2f,pem2,ID=gene-MRM2;Dbxref=GeneID:100976356;Name=MRM2;gbkey=Gene;gene=MRM2;gene_biotype=protein_coding
5513,Pan_paniscus,NUDT1,7,2499366,+,2511573,2520643,12207,Up,pem2f,pem2,ID=gene-NUDT1;Dbxref=GeneID:100976009;Name=NUDT1;gbkey=Gene;gene=NUDT1;gene_biotype=protein_coding
5672,Pan_paniscus,SNX8,7,2604336,-,2579535,2521267,24801,Up,hklkf,hklk,ID=gene-SNX8;Dbxref=GeneID:100975673;Name=SNX8;gbkey=Gene;gene=SNX8;gene_biotype=protein_coding
5522,Pan_paniscus,EIF3B,7,2604336,+,2619460,2646182,15124,Up,hklkf,hklk,ID=gene-EIF3B;Dbxref=GeneID:100993823;Name=EIF3B;gbkey=Gene;gene=EIF3B;gene_biotype=protein_coding
5532,Pan_paniscus,EIF3B,7,2610684,+,2619460,2646182,8776,Up,csrer,csre,ID=gene-EIF3B;Dbxref=GeneID:100993823;Name=EIF3B;gbkey=Gene;gene=EIF3B;gene_biotype=protein_coding
5682,Pan_paniscus,USP42,7,7352411,-,7339854,7283212,12557,Up,sc12r,sc12,ID=gene-USP42;Dbxref=GeneID:100973064;Name=USP42;gbkey=Gene;gene=USP42;gene_biotype=protein_coding
5542,Pan_paniscus,CCDC126,7,24274584,+,24278808,24323605,4224,Up,hklkr,hklk,ID=gene-CCDC126;Dbxref=GeneID:100990549;Name=CCDC126;gbkey=Gene;gene=CCDC126;gene_biotype=protein_coding
5552,Pan_paniscus,ADCYAP1R1,7,31584087,+,31597251,31724299,13164,Up,psa3r,psa3,ID=gene-ADCYAP1R1;Dbxref=GeneID:100987344;Name=ADCYAP1R1;gbkey=Gene;gene=ADCYAP1R1;gene_biotype=protein_coding
5622,Pan_paniscus,PDE1C,7,32216406,-,33037627,32225293,8887,Down,mvdpf,mvdp,ID=gene-PDE1C;Dbxref=GeneID:100989825;Name=PDE1C;gbkey=Gene;gene=PDE1C;gene_biotype=protein_coding
5692,Pan_paniscus,TBX20,7,35901861,-,35878533,35855969,23328,Up,ccnd1f,ccnd1,ID=gene-TBX20;Dbxref=GeneID:100975658;Name=TBX20;gbkey=Gene;gene=TBX20;gene_biotype=protein_coding
5702,Pan_paniscus,HERPUD2,7,36338209,-,36321705,36259315,16504,Up,hk2r,hk2,ID=gene-HERPUD2;Dbxref=GeneID:100976341;Name=HERPUD2;gbkey=Gene;gene=HERPUD2;gene_biotype=protein_coding
5562,Pan_paniscus,EEPD1,7,36765542,+,36780705,36923248,15163,Up,sc12f,sc12,ID=gene-EEPD1;Dbxref=GeneID:100992632;Name=EEPD1;gbkey=Gene;gene=EEPD1;gene_biotype=protein_coding
5713,Pan_paniscus,SEMA3C,7,72908663,-,72884163,72706615,24500,Up,pb2f,pb2,ID=gene-SEMA3C;Dbxref=GeneID:100984137;Name=SEMA3C;gbkey=Gene;gene=SEMA3C;gene_biotype=protein_coding
5632,Pan_paniscus,SEMA3A,7,75925390,-,76484246,75929699,4309,Down,care,care,ID=gene-SEMA3A;Dbxref=GeneID:100981792;Name=SEMA3A;gbkey=Gene;gene=SEMA3A;gene_biotype=protein_coding
5572,Pan_paniscus,CROT,7,79318130,+,79339498,79393676,21368,Up,asrer,asre,ID=gene-CROT;Dbxref=GeneID:100977046;Name=CROT;gbkey=Gene;gene=CROT;gene_biotype=protein_coding
5722,Pan_paniscus,TEX47,7,80794010,-,80788997,80786625,5013,Up,slp3f,slp3,ID=gene-TEX47;Dbxref=GeneID:100970332;Name=TEX47;gbkey=Gene;gene=TEX47;gene_biotype=protein_coding
5732,Pan_paniscus,MTERF1,7,83896356,-,83882815,83873039,13541,Up,mvdpf,mvdp,ID=gene-MTERF1;Dbxref=GeneID:100987055;Name=MTERF1;gbkey=Gene;gene=MTERF1;gene_biotype=protein_coding
5642,Pan_paniscus,KRIT1,7,84192014,-,84244050,84197200,5186,Down,ccnd1r,ccnd1,ID=gene-KRIT1;Dbxref=GeneID:100984849;Name=KRIT1;gbkey=Gene;gene=KRIT1;gene_biotype=protein_coding
5742,Pan_paniscus,KRIT1,7,84250746,-,84244050,84197200,6696,Up,asrer,asre,ID=gene-KRIT1;Dbxref=GeneID:100984849;Name=KRIT1;gbkey=Gene;gene=KRIT1;gene_biotype=protein_coding
5752,Pan_paniscus,TFPI2,7,85846503,-,85839515,85835141,6988,Up,psa1f,psa1,ID=gene-TFPI2;Dbxref=GeneID:100977516;Name=TFPI2;gbkey=Gene;gene=TFPI2;gene_biotype=protein_coding
5582,Pan_paniscus,NYAP1,7,92492904,+,92512796,92523743,19892,Up,slp2r,slp2,ID=gene-NYAP1;Dbxref=GeneID:100985636;Name=NYAP1;gbkey=Gene;gene=NYAP1;gene_biotype=protein_coding
5762,Pan_paniscus,IFT22,7,93476388,-,93462508,93452017,13880,Up,csref,csre,ID=gene-IFT22;Dbxref=GeneID:100996132;Name=IFT22;gbkey=Gene;gene=IFT22;gene_biotype=protein_coding
5772,Pan_paniscus,NAPEPLD,7,95136397,-,95123936,95074084,12461,Up,pem2f,pem2,ID=gene-NAPEPLD;Dbxref=GeneID:100985918;Name=NAPEPLD;gbkey=Gene;gene=NAPEPLD;gene_biotype=protein_coding
5782,Pan_paniscus,NAPEPLD,7,95146166,-,95123936,95074084,22230,Up,psa1f,psa1,ID=gene-NAPEPLD;Dbxref=GeneID:100985918;Name=NAPEPLD;gbkey=Gene;gene=NAPEPLD;gene_biotype=protein_coding
5792,Pan_paniscus,ORC5,7,96220298,-,96197216,96118272,23082,Up,hklkr,hklk,ID=gene-ORC5;Dbxref=GeneID:100988518;Name=ORC5;gbkey=Gene;gene=ORC5;gene_biotype=protein_coding
5802,Pan_paniscus,SYPL1,7,98099619,-,98097052,98074940,2567,Up,aare,aare,ID=gene-SYPL1;Dbxref=GeneID:100987742;Name=SYPL1;gbkey=Gene;gene=SYPL1;gene_biotype=protein_coding
5813,Pan_paniscus,IQUB,7,115556837,-,115541711,115458031,15126,Up,hk2f,hk2,ID=gene-IQUB;Dbxref=GeneID:100977558;Name=IQUB;gbkey=Gene;gene=IQUB;gene_biotype=protein_coding
5662,Pan_paniscus,LRGUK,7,126234032,+,126087557,126225253,8779,Down,mvdpf,mvdp,ID=gene-LRGUK;Dbxref=GeneID:100970752;Name=LRGUK;gbkey=Gene;gene=LRGUK;gene_biotype=protein_coding
5592,Pan_paniscus,AGBL3,7,126929188,+,126951316,127100608,22128,Up,mvdpr,mvdp,ID=gene-AGBL3;Dbxref=GeneID:100995727;Name=AGBL3;gbkey=Gene;gene=AGBL3;gene_biotype=protein_coding
5652,Pan_paniscus,CNOT4,7,127324964,-,127475213,127327092,2128,Down,mvdpf,mvdp,ID=gene-CNOT4;Dbxref=GeneID:100992276;Name=CNOT4;gbkey=Gene;gene=CNOT4;gene_biotype=protein_coding
5602,Pan_paniscus,EPHB6,7,134830078,+,134845936,134862114,15858,Up,slp2r,slp2,ID=gene-EPHB6;Dbxref=GeneID:100990739;Name=EPHB6;gbkey=Gene;gene=EPHB6;gene_biotype=protein_coding
5822,Pan_paniscus,TMEM176B,7,142397097,-,142383646,142373598,13451,Up,psa3r,psa3,ID=gene-TMEM176B;Dbxref=GeneID:100973404;Name=TMEM176B;gbkey=Gene;gene=TMEM176B;gene_biotype=protein_coding
5832,Pan_paniscus,ANGPT2,8,717937,+,718367,782534,430,Up,sc12r,sc12,ID=gene-ANGPT2;Dbxref=GeneID:100980556;Name=ANGPT2;gbkey=Gene;gene=ANGPT2;gene_biotype=protein_coding
5842,Pan_paniscus,ERICH1,8,6653584,+,6667945,6737597,14361,Up,slp3r,slp3,ID=gene-ERICH1;Dbxref=GeneID:100981010;Name=ERICH1;gbkey=Gene;gene=ERICH1;gene_biotype=protein_coding
5852,Pan_paniscus,CTSB,8,7328356,+,7333498,7359264,5142,Up,slp3f,slp3,ID=gene-CTSB;Dbxref=GeneID:100987583;Name=CTSB;gbkey=Gene;gene=CTSB;gene_biotype=protein_coding
5862,Pan_paniscus,ZDHHC2,8,16358696,+,16368954,16437623,10258,Up,p21r,p21,ID=gene-ZDHHC2;Dbxref=GeneID:100969326;Name=ZDHHC2;gbkey=Gene;gene=ZDHHC2;gene_biotype=protein_coding
5872,Pan_paniscus,SLC7A2,8,16721048,+,16723227,16788745,2179,Up,mvdpf,mvdp,ID=gene-SLC7A2;Dbxref=GeneID:100995443;Name=SLC7A2;gbkey=Gene;gene=SLC7A2;gene_biotype=protein_coding
5882,Pan_paniscus,PDGFRL,8,16780157,+,16795211,16862637,15054,Up,pem2f,pem2,ID=gene-PDGFRL;Dbxref=GeneID:100996022;Name=PDGFRL;gbkey=Gene;gene=PDGFRL;gene_biotype=protein_coding
6022,Pan_paniscus,SORBS3,8,21829626,+,21794805,21825675,3951,Down,sc12r,sc12,ID=gene-SORBS3;Dbxref=GeneID:100975137;Name=SORBS3;gbkey=Gene;gene=SORBS3;gene_biotype=protein_coding
6032,Pan_paniscus,DCTN6,8,29494952,+,29457426,29485142,9810,Down,mvdpr,mvdp,ID=gene-DCTN6;Dbxref=GeneID:100980033;Name=DCTN6;gbkey=Gene;gene=DCTN6;gene_biotype=protein_coding
5962,Pan_paniscus,ADRB3,8,37257232,-,37267475,37263730,6498,Down,sc12r,sc12,ID=gene-ADRB3;Dbxref=GeneID:100972927;Name=ADRB3;gbkey=Gene;gene=ADRB3;gene_biotype=protein_coding
5892,Pan_paniscus,LETM2,8,37670217,+,37687640,37711531,17423,Up,ccnd1r,ccnd1,ID=gene-LETM2;Dbxref=GeneID:100988444;Name=LETM2;gbkey=Gene;gene=LETM2;gene_biotype=protein_coding
5972,Pan_paniscus,ZMAT4,8,39705962,-,40137861,39713452,7490,Down,mvdpf,mvdp,ID=gene-ZMAT4;Dbxref=GeneID:100968394;Name=ZMAT4;gbkey=Gene;gene=ZMAT4;gene_biotype=protein_coding
6052,Pan_paniscus,PENK,8,52875017,-,52870144,52864388,4873,Up,aare,aare,ID=gene-PENK;Dbxref=GeneID:100993396;Name=PENK;gbkey=Gene;gene=PENK;gene_biotype=protein_coding
5902,Pan_paniscus,SDCBP,8,54981592,+,54992627,55022560,11035,Up,pem2f,pem2,ID=gene-SDCBP;Dbxref=GeneID:100992329;Name=SDCBP;gbkey=Gene;gene=SDCBP;gene_biotype=protein_coding
5982,Pan_paniscus,ASPH,8,57912391,-,58134778,57921580,9189,Down,psa1f,psa1,ID=gene-ASPH;Dbxref=GeneID:100977040;Name=ASPH;gbkey=Gene;gene=ASPH;gene_biotype=protein_coding
6062,Pan_paniscus,ARMC1,8,62198091,-,62174537,62142817,23554,Up,mvdpr,mvdp,ID=gene-ARMC1;Dbxref=GeneID:100994934;Name=ARMC1;gbkey=Gene;gene=ARMC1;gene_biotype=protein_coding
6042,Pan_paniscus,RRS1,8,62977266,+,62972274,62974004,3262,Down,ccnd1r,ccnd1,ID=gene-RRS1;Dbxref=GeneID:100990033;Name=RRS1;gbkey=Gene;gene=RRS1;gene_biotype=protein_coding
6072,Pan_paniscus,PAG1,8,77637573,-,77635854,77492087,1719,Up,care,care,ID=gene-PAG1;Dbxref=GeneID:100979927;Name=PAG1;gbkey=Gene;gene=PAG1;gene_biotype=protein_coding
5992,Pan_paniscus,SLC7A13,8,82902760,-,82927127,82910285,7525,Down,asref,asre,ID=gene-SLC7A13;Dbxref=GeneID:100992552;Name=SLC7A13;gbkey=Gene;gene=SLC7A13;gene_biotype=protein_coding
5913,Pan_paniscus,NDUFAF6,8,91511411,+,91514809,91693044,3398,Up,aare,aare,ID=gene-NDUFAF6;Dbxref=GeneID:100982455;Name=NDUFAF6;gbkey=Gene;gene=NDUFAF6;gene_biotype=protein_coding
5922,Pan_paniscus,GRHL2,8,98115283,+,98129147,98308120,13864,Up,pem1r,pem1,ID=gene-GRHL2;Dbxref=GeneID:100972389;Name=GRHL2;gbkey=Gene;gene=GRHL2;gene_biotype=protein_coding
6082,Pan_paniscus,KLF10,8,99315341,-,99310099,99302943,5242,Up,csrer,csre,ID=gene-KLF10;Dbxref=GeneID:100976607;Name=KLF10;gbkey=Gene;gene=KLF10;gene_biotype=protein_coding
5932,Pan_paniscus,BAALC,8,99790112,+,99796292,99942112,6180,Up,asrer,asre,ID=gene-BAALC;Dbxref=GeneID:100981789;Name=BAALC;gbkey=Gene;gene=BAALC;gene_biotype=protein_coding
6002,Pan_paniscus,SLC25A32,8,100052981,-,100071016,100054560,1579,Down,sc12f,sc12,ID=gene-SLC25A32;Dbxref=GeneID:100981455;Name=SLC25A32;gbkey=Gene;gene=SLC25A32;gene_biotype=protein_coding
6013,Pan_paniscus,EIF3E,8,104847327,-,104895349,104848222,895,Down,csrer,csre,ID=gene-EIF3E;Dbxref=GeneID:100990175;Name=EIF3E;gbkey=Gene;gene=EIF3E;gene_biotype=protein_coding
6092,Pan_paniscus,EIF3E,8,104913608,-,104895349,104848222,18259,Up,sc12r,sc12,ID=gene-EIF3E;Dbxref=GeneID:100990175;Name=EIF3E;gbkey=Gene;gene=EIF3E;gene_biotype=protein_coding
5942,Pan_paniscus,MED30,8,114192293,+,114211278,114230838,18985,Up,pem2f,pem2,ID=gene-MED30;Dbxref=GeneID:100986359;Name=MED30;gbkey=Gene;gene=MED30;gene_biotype=protein_coding
6103,Pan_paniscus,KCNQ3,8,129140789,-,129134671,128769930,6118,Up,psa1r,psa1,ID=gene-KCNQ3;Dbxref=GeneID:100978663;Name=KCNQ3;gbkey=Gene;gene=KCNQ3;gene_biotype=protein_coding
6113,Pan_paniscus,SLA,8,129758393,-,129757660,129690546,733,Up,pem2r,pem2,ID=gene-SLA;Dbxref=GeneID:100990927;Name=SLA;gbkey=Gene;gene=SLA;gene_biotype=protein_coding
